ORDERNUMBER,QUANTITYORDERED,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,COUNTRY,DEALSIZE
10135,29,4,2838.81,7/2/2003 0:00,Shipped,USA,Small
10147,33,4,3230.37,9/5/2003 0:00,Shipped,USA,Medium
10160,50,5,5182,10/11/2003 0:00,Shipped,USA,Medium
10170,41,3,4391.1,11/4/2003 0:00,Shipped,Austria,Medium
10181,36,11,4477.32,11/12/2003 0:00,Shipped,Norway,Medium
10192,27,16,3544.56,11/20/2003 0:00,Shipped,USA,Medium
10203,47,5,5195.85,12/2/2003 0:00,Shipped,Spain,Medium
10212,33,15,4180.44,1/16/2004 0:00,Shipped,Spain,Medium
10225,21,6,2684.43,2/22/2004 0:00,Shipped,Switzerland,Small
10239,21,5,1958.88,4/12/2004 0:00,Shipped,Finland,Small
10253,41,10,4910.57,6/1/2004 0:00,Cancelled,UK,Medium
10266,40,11,4468.4,7/6/2004 0:00,Shipped,Italy,Medium
10277,28,1,3127.88,8/4/2004 0:00,Shipped,Singapore,Medium
10287,23,9,2675.13,8/30/2004 0:00,Shipped,Switzerland,Small
10300,23,2,2807.61,10/4/2003 0:00,Shipped,Germany,Small
10310,25,7,2504.75,10/16/2004 0:00,Shipped,Germany,Small
10321,24,15,2984.88,11/4/2004 0:00,Shipped,USA,Small
10329,39,15,2524.86,11/15/2004 0:00,Shipped,USA,Small
10341,55,7,4136,11/24/2004 0:00,Shipped,Austria,Medium
10363,46,6,4068.7,1/6/2005 0:00,Shipped,Finland,Medium
10377,50,1,5182,2/9/2005 0:00,Shipped,Finland,Medium
10389,47,8,5243.79,3/3/2005 0:00,Shipped,Sweden,Medium
10405,97,5,9048.16,4/14/2005 0:00,Shipped,France,Large
10419,32,10,3832.64,5/17/2005 0:00,Shipped,Austria,Medium
10103,35,10,3920,1/29/2003 0:00,Shipped,Norway,Medium
10113,49,4,4916.66,3/26/2003 0:00,Shipped,USA,Medium
10126,38,10,3857,5/28/2003 0:00,Shipped,Spain,Medium
10140,32,10,4181.44,7/24/2003 0:00,Shipped,USA,Medium
10150,34,7,4641,9/19/2003 0:00,Shipped,Singapore,Medium
10164,36,8,3570.12,10/21/2003 0:00,Resolved,Austria,Medium
10174,48,3,4480.32,11/6/2003 0:00,Shipped,Australia,Medium
10183,21,7,2033.64,11/13/2003 0:00,Shipped,USA,Small
10194,21,10,1960.14,11/25/2003 0:00,Shipped,France,Small
10206,34,5,3966.78,12/5/2003 0:00,Shipped,Canada,Medium
10215,46,2,5152,1/29/2004 0:00,Shipped,USA,Medium
10228,32,1,3360,3/10/2004 0:00,Shipped,USA,Medium
10245,29,8,3451,5/4/2004 0:00,Shipped,USA,Medium
10258,41,5,5453,6/15/2004 0:00,Shipped,Japan,Medium
10270,43,8,4164.12,7/19/2004 0:00,Shipped,Australia,Medium
10280,24,1,2800.08,8/17/2004 0:00,Shipped,Italy,Small
10291,41,10,4687.94,9/8/2004 0:00,Shipped,Sweden,Medium
10304,46,5,4508,10/11/2004 0:00,Shipped,France,Medium
10312,32,2,4181.44,10/21/2004 0:00,Shipped,USA,Medium
10322,22,10,2251.04,11/4/2004 0:00,Shipped,USA,Small
10333,29,7,1167.25,11/18/2004 0:00,Shipped,USA,Small
10347,42,5,2083.2,11/29/2004 0:00,Shipped,Australia,Small
10357,39,1,3822,12/10/2004 0:00,Shipped,USA,Medium
10370,27,1,3911.49,1/20/2005 0:00,Shipped,Australia,Medium
10381,48,2,4704,2/17/2005 0:00,Shipped,USA,Medium
10391,29,10,2467.9,3/9/2005 0:00,Shipped,Australia,Small
10411,27,8,3213,5/1/2005 0:00,Shipped,Canada,Medium
10424,54,5,7182,5/31/2005 0:00,In Process,Spain,Large
10109,26,4,4379.18,3/10/2003 0:00,Shipped,USA,Medium
10122,34,2,5004.8,5/8/2003 0:00,Shipped,France,Medium
10136,25,2,3644.75,7/4/2003 0:00,Shipped,France,Medium
10148,23,13,2702.04,9/11/2003 0:00,Shipped,Australia,Small
10161,28,12,3764.88,10/17/2003 0:00,Shipped,Denmark,Medium
10171,35,2,4508,11/5/2003 0:00,Shipped,Canada,Medium
10181,44,6,5418.16,11/12/2003 0:00,Shipped,Norway,Medium
10192,22,11,3300.66,11/20/2003 0:00,Shipped,USA,Medium
10204,42,17,6182.4,12/2/2003 0:00,Shipped,USA,Medium
10212,29,10,4186.73,1/16/2004 0:00,Shipped,Spain,Medium
10225,32,1,4529.28,2/22/2004 0:00,Shipped,Switzerland,Medium
10240,41,3,5628.89,4/13/2004 0:00,Shipped,Japan,Medium
10253,26,5,3054.48,6/1/2004 0:00,Cancelled,UK,Medium
10266,21,6,2526.51,7/6/2004 0:00,Shipped,Italy,Small
10278,34,6,4667.86,8/6/2004 0:00,Shipped,USA,Medium
10287,41,4,6499.32,8/30/2004 0:00,Shipped,Switzerland,Medium
10301,37,8,5917.78,10/5/2003 0:00,Shipped,Norway,Medium
10310,37,2,6231.91,10/16/2004 0:00,Shipped,Germany,Medium
10321,41,10,5803.14,11/4/2004 0:00,Shipped,USA,Medium
10331,46,6,6434.02,11/17/2004 0:00,Shipped,USA,Medium
10342,40,2,6454.4,11/24/2004 0:00,Shipped,Australia,Medium
10356,43,8,4196.8,12/9/2004 0:00,Shipped,France,Medium
10365,30,1,2611.8,1/7/2005 0:00,Shipped,USA,Small
10377,35,2,5895.05,2/9/2005 0:00,Shipped,Finland,Medium
10390,36,14,3375.72,3/4/2005 0:00,Shipped,USA,Medium
10406,61,3,8374.69,4/15/2005 0:00,Disputed,Denmark,Large
10419,38,5,4464.24,5/17/2005 0:00,Shipped,Austria,Medium
10102,39,2,4808.31,1/10/2003 0:00,Shipped,USA,Medium
10111,33,6,3288.78,3/25/2003 0:00,Shipped,USA,Medium
10125,32,1,3254.72,5/21/2003 0:00,Shipped,Australia,Medium
10139,31,7,3184.94,7/16/2003 0:00,Shipped,Australia,Medium
10149,50,4,5907.5,9/12/2003 0:00,Shipped,USA,Medium
10162,48,2,4389.12,10/18/2003 0:00,Shipped,USA,Medium
10173,43,6,5036.16,11/5/2003 0:00,Shipped,Italy,Medium
10182,25,3,2183.25,11/12/2003 0:00,Shipped,USA,Small
10193,28,7,3106.88,11/21/2003 0:00,Shipped,Australia,Medium
10205,36,2,3735.72,12/3/2003 0:00,Shipped,Spain,Medium
10215,27,10,2413.26,1/29/2004 0:00,Shipped,USA,Small
10227,25,3,2953.75,3/2/2004 0:00,Shipped,France,Small
10244,40,7,4684.8,4/29/2004 0:00,Shipped,Spain,Medium
10256,34,2,3248.7,6/8/2004 0:00,Shipped,Denmark,Medium
10280,50,9,5239.5,8/17/2004 0:00,Shipped,Italy,Medium
10289,38,2,4567.98,9/3/2004 0:00,Shipped,Norway,Medium
10304,37,13,3535.35,10/11/2004 0:00,Shipped,France,Medium
10312,43,10,3843.34,10/21/2004 0:00,Shipped,USA,Medium
10322,43,14,3710.9,11/4/2004 0:00,Shipped,USA,Medium
10332,46,15,4375.98,11/17/2004 0:00,Shipped,UK,Medium
10346,42,3,1516.62,11/29/2004 0:00,Shipped,USA,Small
10356,50,9,2509,12/9/2004 0:00,Shipped,France,Small
10369,44,8,9240.44,1/20/2005 0:00,Shipped,USA,Large
10380,27,13,2515.32,2/16/2005 0:00,Shipped,Spain,Small
10391,35,2,5548.9,3/9/2005 0:00,Shipped,Australia,Medium
10422,51,2,4873.05,5/30/2005 0:00,In Process,USA,Medium
10102,41,1,2055.74,1/10/2003 0:00,Shipped,USA,Small
10111,48,5,2354.88,3/25/2003 0:00,Shipped,USA,Small
10126,42,17,2309.58,5/28/2003 0:00,Shipped,Spain,Small
10139,49,6,2113.37,7/16/2003 0:00,Shipped,Australia,Small
10149,30,3,1746.6,9/12/2003 0:00,Shipped,USA,Small
10162,45,1,2304.45,10/18/2003 0:00,Shipped,USA,Small
10173,48,5,2122.08,11/5/2003 0:00,Shipped,Italy,Small
10182,32,2,1742.4,11/12/2003 0:00,Shipped,USA,Small
10193,46,6,2455.02,11/21/2003 0:00,Shipped,Australia,Small
10205,48,1,3053.28,12/3/2003 0:00,Shipped,Spain,Medium
10215,33,9,1423.29,1/29/2004 0:00,Shipped,USA,Small
10227,31,2,1504.12,3/2/2004 0:00,Shipped,France,Small
10244,20,6,1164.4,4/29/2004 0:00,Shipped,Spain,Small
10256,29,1,1500.75,6/8/2004 0:00,Shipped,Denmark,Small
10280,27,8,1557.36,8/17/2004 0:00,Shipped,Italy,Small
10289,24,1,1345.68,9/3/2004 0:00,Shipped,Norway,Small
10304,37,12,1795.24,10/11/2004 0:00,Shipped,France,Small
10312,25,9,1105.25,10/21/2004 0:00,Shipped,USA,Small
10322,41,5,2364.88,11/4/2004 0:00,Shipped,USA,Small
10332,27,16,2427.03,11/17/2004 0:00,Shipped,UK,Small
10347,21,7,1237.95,11/29/2004 0:00,Shipped,Australia,Small
10356,22,6,1593.02,12/9/2004 0:00,Shipped,France,Small
10369,32,7,3156.16,1/20/2005 0:00,Shipped,USA,Medium
10381,25,9,1320.75,2/17/2005 0:00,Shipped,USA,Small
10391,42,3,4998,3/9/2005 0:00,Shipped,Australia,Medium
10422,25,1,1293.75,5/30/2005 0:00,In Process,USA,Small
10110,37,16,5433.08,3/18/2003 0:00,Shipped,UK,Medium
10123,26,2,3073.72,5/20/2003 0:00,Shipped,France,Medium
10137,44,2,4380.2,7/10/2003 0:00,Shipped,France,Medium
10148,47,9,5848.68,9/11/2003 0:00,Shipped,Australia,Medium
10161,43,8,6153.73,10/17/2003 0:00,Shipped,Denmark,Medium
10172,42,6,4965.24,11/5/2003 0:00,Shipped,USA,Medium
10181,42,2,5435.64,11/12/2003 0:00,Shipped,Norway,Medium
10192,29,7,4258.36,11/20/2003 0:00,Shipped,USA,Medium
10204,40,13,4032,12/2/2003 0:00,Shipped,USA,Medium
10212,38,6,4492.36,1/16/2004 0:00,Shipped,Spain,Medium
10226,38,4,4161.38,2/26/2004 0:00,Shipped,USA,Medium
10241,21,11,2508.66,4/13/2004 0:00,Shipped,France,Small
10253,24,1,3374.88,6/1/2004 0:00,Cancelled,UK,Medium
10266,36,2,5196.6,7/6/2004 0:00,Shipped,Italy,Medium
10278,23,2,2604.52,8/6/2004 0:00,Shipped,USA,Small
10288,20,14,2936.8,9/1/2004 0:00,Shipped,Singapore,Small
10301,32,4,3424.64,10/5/2003 0:00,Shipped,Norway,Medium
10311,29,9,2923.2,10/16/2004 0:00,Shipped,Spain,Small
10321,44,6,4489.76,11/4/2004 0:00,Shipped,USA,Medium
10331,44,14,4849.24,11/17/2004 0:00,Shipped,USA,Medium
10343,36,4,5848.92,11/24/2004 0:00,Shipped,France,Medium
10367,49,1,2758.7,1/12/2005 0:00,Resolved,USA,Small
10378,34,5,1449.76,2/10/2005 0:00,Shipped,Spain,Small
10407,59,11,7048.14,4/22/2005 0:00,On Hold,USA,Large
10419,37,1,5202.94,5/17/2005 0:00,Shipped,Austria,Medium
10106,36,12,5279.4,2/17/2003 0:00,Shipped,Italy,Medium
10119,43,3,6916.12,4/28/2003 0:00,Shipped,Austria,Medium
10131,21,4,2781.66,6/16/2003 0:00,Shipped,USA,Small
10143,32,7,5248,8/10/2003 0:00,Shipped,USA,Medium
10155,38,5,6531.44,10/6/2003 0:00,Shipped,Finland,Medium
10167,43,1,5763.72,10/23/2003 0:00,Cancelled,Sweden,Medium
10178,42,4,6490.68,11/8/2003 0:00,Shipped,France,Medium
10186,32,1,6004.8,11/14/2003 0:00,Shipped,UK,Medium
10198,42,4,7483.98,11/27/2003 0:00,Shipped,Philippines,Large
10210,31,17,5719.5,1/12/2004 0:00,Shipped,Japan,Medium
10222,49,4,6954.08,2/19/2004 0:00,Shipped,USA,Medium
10250,45,14,8160.3,5/11/2004 0:00,Shipped,USA,Large
10262,49,9,6567.96,6/24/2004 0:00,Cancelled,Spain,Medium
10274,41,1,6724,7/21/2004 0:00,Shipped,USA,Medium
10284,45,11,5747.85,8/21/2004 0:00,Shipped,Norway,Medium
10296,36,7,5676.84,9/15/2004 0:00,Shipped,Germany,Medium
10307,39,1,7379.97,10/14/2004 0:00,Shipped,USA,Large
10316,27,9,3704.13,11/1/2004 0:00,Shipped,UK,Medium
10327,25,6,2804.75,11/10/2004 0:00,Resolved,Denmark,Small
10338,41,1,5624.79,11/22/2004 0:00,Shipped,Belgium,Medium
10351,39,1,3881.28,12/3/2004 0:00,Shipped,UK,Medium
10373,28,4,1611.4,1/31/2005 0:00,Shipped,Finland,Small
10386,25,7,1364.25,3/1/2005 0:00,Resolved,Spain,Small
10398,33,11,4215.09,3/30/2005 0:00,Shipped,France,Medium
10400,34,1,6433.82,4/1/2005 0:00,Shipped,USA,Medium
10416,24,14,4352.16,5/10/2005 0:00,Shipped,Italy,Medium
10100,30,3,5151,1/6/2003 0:00,Shipped,USA,Medium
10110,42,7,6069,3/18/2003 0:00,Shipped,UK,Medium
10124,21,6,2856,5/21/2003 0:00,Shipped,USA,Small
10149,34,11,5375.4,9/12/2003 0:00,Shipped,USA,Medium
10162,29,9,5176.5,10/18/2003 0:00,Shipped,USA,Medium
10173,24,13,3508.8,11/5/2003 0:00,Shipped,Italy,Medium
10182,44,10,7554.8,11/12/2003 0:00,Shipped,USA,Large
10193,21,14,3141.6,11/21/2003 0:00,Shipped,Australia,Medium
10204,33,4,5890.5,12/2/2003 0:00,Shipped,USA,Medium
10214,30,7,5967,1/26/2004 0:00,Shipped,Spain,Medium
10227,26,10,3712.8,3/2/2004 0:00,Shipped,France,Medium
10241,41,2,7597.3,4/13/2004 0:00,Shipped,France,Large
10280,26,16,3668.6,8/17/2004 0:00,Shipped,Italy,Medium
10288,32,5,5875.2,9/1/2004 0:00,Shipped,Singapore,Medium
10302,43,1,7310,10/6/2003 0:00,Shipped,UK,Large
10312,48,17,8078.4,10/21/2004 0:00,Shipped,USA,Large
10331,44,7,3257.76,11/17/2004 0:00,Shipped,USA,Medium
10344,45,1,7650,11/25/2004 0:00,Shipped,France,Large
10367,37,3,4703.81,1/12/2005 0:00,Resolved,USA,Medium
10379,39,2,5399.55,2/10/2005 0:00,Shipped,Spain,Medium
10407,76,2,14082.8,4/22/2005 0:00,On Hold,USA,Large
10420,37,5,5283.6,5/29/2005 0:00,In Process,Australia,Medium
10108,38,2,3130.82,3/3/2003 0:00,Shipped,Philippines,Medium
10122,43,6,3112.34,5/8/2003 0:00,Shipped,France,Medium
10135,48,3,3806.88,7/2/2003 0:00,Shipped,USA,Medium
10147,26,3,2142.14,9/5/2003 0:00,Shipped,USA,Small
10160,38,4,3364.9,10/11/2003 0:00,Shipped,USA,Medium
10170,20,2,1262.8,11/4/2003 0:00,Shipped,Austria,Small
10181,22,10,1626.24,11/12/2003 0:00,Shipped,Norway,Small
10192,45,15,4088.7,11/20/2003 0:00,Shipped,USA,Medium
10203,45,4,3846.15,12/2/2003 0:00,Shipped,Spain,Medium
10212,20,14,1339.8,1/16/2004 0:00,Shipped,Spain,Small
10225,47,5,3039.96,2/22/2004 0:00,Shipped,Switzerland,Medium
10239,46,4,3400.32,4/12/2004 0:00,Shipped,Finland,Medium
10253,23,9,1930.39,6/1/2004 0:00,Cancelled,UK,Small
10266,33,10,2464.77,7/6/2004 0:00,Shipped,Italy,Small
10278,29,10,2634.94,8/6/2004 0:00,Shipped,USA,Small
10287,44,8,3625.16,8/30/2004 0:00,Shipped,Switzerland,Medium
10300,41,1,3788.4,10/4/2003 0:00,Shipped,Germany,Medium
10310,20,6,1832.6,10/16/2004 0:00,Shipped,Germany,Small
10321,37,14,2905.98,11/4/2004 0:00,Shipped,USA,Small
10329,29,9,2954.81,11/15/2004 0:00,Shipped,USA,Small
10342,55,1,3599.75,11/24/2004 0:00,Shipped,Australia,Medium
10363,22,7,3686.54,1/6/2005 0:00,Shipped,Finland,Medium
10377,31,4,2100.56,2/9/2005 0:00,Shipped,Finland,Small
10389,49,3,3881.78,3/3/2005 0:00,Shipped,Sweden,Medium
10405,61,4,4509.12,4/14/2005 0:00,Shipped,France,Medium
10419,39,9,3273.27,5/17/2005 0:00,Shipped,Austria,Medium
10109,38,3,4432.7,3/10/2003 0:00,Shipped,USA,Medium
10122,31,1,4100.99,5/8/2003 0:00,Shipped,France,Medium
10136,36,1,5274.72,7/4/2003 0:00,Shipped,France,Medium
10148,25,12,4232,9/11/2003 0:00,Shipped,Australia,Medium
10161,48,11,6145.44,10/17/2003 0:00,Shipped,Denmark,Medium
10171,35,1,4680.2,11/5/2003 0:00,Shipped,Canada,Medium
10181,21,5,3286.08,11/12/2003 0:00,Shipped,Norway,Medium
10192,47,10,7421.3,11/20/2003 0:00,Shipped,USA,Large
10204,38,16,6432.64,12/2/2003 0:00,Shipped,USA,Medium
10212,41,9,4840.87,1/16/2004 0:00,Shipped,Spain,Medium
10226,24,7,3892.08,2/26/2004 0:00,Shipped,USA,Medium
10240,37,2,5526.32,4/13/2004 0:00,Shipped,Japan,Medium
10253,33,4,4459.62,6/1/2004 0:00,Cancelled,UK,Medium
10266,49,5,6203.4,7/6/2004 0:00,Shipped,Italy,Medium
10278,29,5,3754.05,8/6/2004 0:00,Shipped,USA,Medium
10287,24,3,3516.48,8/30/2004 0:00,Shipped,Switzerland,Medium
10301,47,7,7488.04,10/5/2003 0:00,Shipped,Norway,Large
10310,24,1,3448.08,10/16/2004 0:00,Shipped,Germany,Medium
10321,25,9,3734,11/4/2004 0:00,Shipped,USA,Medium
10331,30,8,974.1,11/17/2004 0:00,Shipped,USA,Small
10342,22,3,3160.74,11/24/2004 0:00,Shipped,Australia,Medium
10356,27,2,1746.63,12/9/2004 0:00,Shipped,France,Small
10366,34,3,4207.84,1/10/2005 0:00,Shipped,Belgium,Medium
10377,36,6,4352.76,2/9/2005 0:00,Shipped,Finland,Medium
10390,34,15,1463.7,3/4/2005 0:00,Shipped,USA,Small
10406,48,2,7169.28,4/15/2005 0:00,Disputed,Denmark,Large
10419,34,4,4594.76,5/17/2005 0:00,Shipped,Austria,Medium
10104,24,8,3457.92,1/31/2003 0:00,Shipped,Spain,Medium
10115,46,4,7381.16,4/4/2003 0:00,Shipped,USA,Large
10127,45,10,7146.9,6/3/2003 0:00,Shipped,USA,Large
10141,39,4,5938.53,8/1/2003 0:00,Shipped,Finland,Medium
10151,43,2,7110.91,9/21/2003 0:00,Shipped,Finland,Large
10165,29,11,5032.95,10/22/2003 0:00,Shipped,Singapore,Medium
10176,20,10,3667.6,11/6/2003 0:00,Shipped,Italy,Medium
10184,46,5,7381.16,11/14/2003 0:00,Shipped,Spain,Large
10195,27,5,5128.11,11/25/2003 0:00,Shipped,USA,Medium
10207,44,6,7060.24,12/9/2003 0:00,Shipped,USA,Large
10219,43,1,8448.64,2/10/2004 0:00,Shipped,USA,Large
10230,49,8,7300.51,3/15/2004 0:00,Shipped,Germany,Large
10246,40,4,6549.2,5/5/2004 0:00,Shipped,Spain,Medium
10259,30,3,5697.9,6/15/2004 0:00,Shipped,Singapore,Medium
10271,50,4,9169,7/20/2004 0:00,Shipped,USA,Large
10282,23,13,3238.63,8/20/2004 0:00,Shipped,USA,Medium
10292,26,7,4554.94,9/8/2004 0:00,Shipped,USA,Medium
10305,27,4,3934.44,10/13/2004 0:00,Shipped,USA,Medium
10314,42,13,5776.26,10/22/2004 0:00,Shipped,Denmark,Medium
10324,47,8,7207.45,11/5/2004 0:00,Shipped,USA,Large
10336,49,6,7460.74,11/20/2004 0:00,Shipped,France,Large
10349,38,8,6719.54,12/1/2004 0:00,Shipped,USA,Medium
10358,20,10,2428,12/10/2004 0:00,Shipped,Spain,Small
10371,25,7,2602.25,1/23/2005 0:00,Shipped,USA,Small
10382,25,5,2200,2/17/2005 0:00,Shipped,USA,Small
10412,41,4,6712.93,5/3/2005 0:00,Shipped,Spain,Medium
10425,28,3,5318.04,5/31/2005 0:00,In Process,France,Medium
10100,50,2,3390,1/6/2003 0:00,Shipped,USA,Medium
10110,32,6,1608,3/18/2003 0:00,Shipped,UK,Small
10124,42,5,2262.96,5/21/2003 0:00,Shipped,USA,Small
10149,24,10,1496.64,9/12/2003 0:00,Shipped,USA,Small
10162,27,8,1879.74,10/18/2003 0:00,Shipped,USA,Small
10173,26,12,1495.26,11/5/2003 0:00,Shipped,Italy,Small
10182,38,9,2323.7,11/12/2003 0:00,Shipped,USA,Small
10193,42,13,2491.86,11/21/2003 0:00,Shipped,Australia,Small
10204,23,3,1643.12,12/2/2003 0:00,Shipped,USA,Small
10214,21,6,1322.16,1/26/2004 0:00,Shipped,Spain,Small
10227,28,9,1423.8,3/2/2004 0:00,Shipped,France,Small
10241,33,1,2397.45,4/13/2004 0:00,Shipped,France,Small
10280,25,15,1574,8/17/2004 0:00,Shipped,Italy,Small
10288,28,4,1729,9/1/2004 0:00,Shipped,Singapore,Small
10303,46,2,2255.84,10/6/2004 0:00,Shipped,Spain,Small
10312,30,16,1834.5,10/21/2004 0:00,Shipped,USA,Small
10332,38,9,3201.5,11/17/2004 0:00,Shipped,UK,Medium
10344,40,2,2276.4,11/25/2004 0:00,Shipped,France,Small
10367,45,4,8884.8,1/12/2005 0:00,Resolved,USA,Large
10379,27,1,1331.1,2/10/2005 0:00,Shipped,Spain,Small
10407,42,1,3051.3,4/22/2005 0:00,On Hold,USA,Medium
10420,36,4,2288.52,5/29/2005 0:00,In Process,Australia,Small
10104,29,12,3772.61,1/31/2003 0:00,Shipped,Spain,Medium
10114,39,3,4164.42,4/1/2003 0:00,Shipped,France,Medium
10127,45,14,6295.95,6/3/2003 0:00,Shipped,USA,Medium
10141,47,8,6287.66,8/1/2003 0:00,Shipped,Finland,Medium
10151,49,6,5412.54,9/21/2003 0:00,Shipped,Finland,Medium
10165,46,15,5984.14,10/22/2003 0:00,Shipped,Singapore,Medium
10175,48,4,5891.04,11/6/2003 0:00,Shipped,UK,Medium
10184,46,9,5984.14,11/14/2003 0:00,Shipped,Spain,Medium
10195,35,9,3608.15,11/25/2003 0:00,Shipped,USA,Medium
10207,43,10,5752.54,12/9/2003 0:00,Shipped,USA,Medium
10229,26,4,3765.32,3/11/2004 0:00,Shipped,USA,Medium
10246,22,8,2159.96,5/5/2004 0:00,Shipped,Spain,Small
10259,34,7,3379.94,6/15/2004 0:00,Shipped,Singapore,Medium
10271,50,8,5093.5,7/20/2004 0:00,Shipped,USA,Medium
10281,48,4,5773.44,8/19/2004 0:00,Shipped,USA,Medium
10292,41,11,4528.86,9/8/2004 0:00,Shipped,USA,Medium
10305,36,8,4816.08,10/13/2004 0:00,Shipped,USA,Medium
10313,29,2,3416.78,10/22/2004 0:00,Shipped,Canada,Medium
10324,33,10,1236.84,11/5/2004 0:00,Shipped,USA,Small
10334,46,6,5814.86,11/19/2004 0:00,On Hold,Sweden,Medium
10349,38,7,5223.48,12/1/2004 0:00,Shipped,USA,Medium
10358,20,11,728.4,12/10/2004 0:00,Shipped,Spain,Small
10370,22,5,3949,1/20/2005 0:00,Shipped,Australia,Medium
10383,27,11,3843.99,2/22/2005 0:00,Shipped,Spain,Medium
10412,56,8,5498.08,5/3/2005 0:00,Shipped,Spain,Medium
10425,38,7,3777.58,5/31/2005 0:00,In Process,France,Medium
10101,25,4,3782,1/9/2003 0:00,Shipped,Germany,Medium
10110,33,4,3859.68,3/18/2003 0:00,Shipped,UK,Medium
10124,42,3,4431.84,5/21/2003 0:00,Shipped,USA,Medium
10149,33,8,4950.33,9/12/2003 0:00,Shipped,USA,Medium
10162,38,6,4299.7,10/18/2003 0:00,Shipped,USA,Medium
10173,31,10,4492.83,11/5/2003 0:00,Shipped,Italy,Medium
10182,20,7,2212,11/12/2003 0:00,Shipped,USA,Small
10193,44,11,4642.88,11/21/2003 0:00,Shipped,Australia,Medium
10204,26,1,3206.32,12/2/2003 0:00,Shipped,USA,Medium
10214,27,4,3604.23,1/26/2004 0:00,Shipped,Spain,Medium
10227,46,7,7017.76,3/2/2004 0:00,Shipped,France,Large
10243,47,2,6154.18,4/26/2004 0:00,Shipped,USA,Medium
10280,37,13,4750.8,8/17/2004 0:00,Shipped,Italy,Medium
10288,31,2,3822.92,9/1/2004 0:00,Shipped,Singapore,Medium
10304,24,17,2440.8,10/11/2004 0:00,Shipped,France,Small
10312,31,14,4729.36,10/21/2004 0:00,Shipped,USA,Medium
10322,50,6,12536.5,11/4/2004 0:00,Shipped,USA,Large
10332,35,8,2264.15,11/17/2004 0:00,Shipped,UK,Small
10344,30,3,3928.2,11/25/2004 0:00,Shipped,France,Medium
10356,29,3,3630.22,12/9/2004 0:00,Shipped,France,Medium
10367,27,5,4196.07,1/12/2005 0:00,Resolved,USA,Medium
10380,40,10,4931.6,2/16/2005 0:00,Shipped,Spain,Medium
10390,31,16,3068.69,3/4/2005 0:00,Shipped,USA,Medium
10409,6,2,785.64,4/23/2005 0:00,Shipped,Singapore,Small
10420,45,2,4977,5/29/2005 0:00,In Process,Australia,Medium
10103,22,2,1189.98,1/29/2003 0:00,Shipped,Norway,Small
10114,45,6,3090.15,4/1/2003 0:00,Shipped,France,Medium
10126,43,2,2795.86,5/28/2003 0:00,Shipped,Spain,Small
10140,46,2,2851.54,7/24/2003 0:00,Shipped,USA,Small
10151,39,9,2701.92,9/21/2003 0:00,Shipped,Finland,Small
10165,31,18,2204.1,10/22/2003 0:00,Shipped,Singapore,Small
10175,41,7,2840.48,11/6/2003 0:00,Shipped,UK,Small
10184,44,12,2647.04,11/14/2003 0:00,Shipped,Spain,Small
10194,45,2,3172.05,11/25/2003 0:00,Shipped,France,Medium
10207,37,13,2585.93,12/9/2003 0:00,Shipped,USA,Small
10217,35,2,2148.3,2/4/2004 0:00,Shipped,Singapore,Small
10229,28,7,1667.4,3/11/2004 0:00,Shipped,USA,Small
10246,30,11,1859.7,5/5/2004 0:00,Shipped,Spain,Small
10259,30,10,1476.6,6/15/2004 0:00,Shipped,Singapore,Small
10271,25,11,1732,7/20/2004 0:00,Shipped,USA,Small
10281,29,7,1674.17,8/19/2004 0:00,Shipped,USA,Small
10291,26,2,1500.98,9/8/2004 0:00,Shipped,Sweden,Small
10305,41,11,2192.68,10/13/2004 0:00,Shipped,USA,Small
10313,34,5,1797.58,10/22/2004 0:00,Shipped,Canada,Small
10322,35,11,2142.35,11/4/2004 0:00,Shipped,USA,Small
10334,34,1,2086.92,11/19/2004 0:00,On Hold,Sweden,Small
10347,50,8,6834.5,11/29/2004 0:00,Shipped,Australia,Medium
10357,41,7,2541.59,12/10/2004 0:00,Shipped,USA,Small
10370,22,7,2130.92,1/20/2005 0:00,Shipped,Australia,Small
10381,35,7,1701.7,2/17/2005 0:00,Shipped,USA,Small
10391,44,5,1694,3/9/2005 0:00,Shipped,Australia,Small
10412,47,11,2913.53,5/3/2005 0:00,Shipped,Spain,Small
10425,19,10,935.18,5/31/2005 0:00,In Process,France,Small
10106,34,2,3073.26,2/17/2003 0:00,Shipped,Italy,Medium
10120,29,8,2082.49,4/29/2003 0:00,Shipped,Australia,Small
10133,49,3,3394.23,6/27/2003 0:00,Shipped,Spain,Medium
10145,30,14,2559.6,8/25/2003 0:00,Shipped,USA,Small
10168,21,9,1490.16,10/28/2003 0:00,Shipped,USA,Small
10210,50,7,3844,1/12/2004 0:00,Shipped,Japan,Medium
10223,47,9,4724.91,2/20/2004 0:00,Shipped,Australia,Medium
10235,24,3,1824.72,4/2/2004 0:00,Shipped,Canada,Small
10250,27,4,2668.68,5/11/2004 0:00,Shipped,USA,Small
10263,33,10,2843.61,6/28/2004 0:00,Shipped,USA,Small
10275,35,9,3163.65,7/23/2004 0:00,Shipped,France,Medium
10284,31,1,2226.11,8/21/2004 0:00,Shipped,Norway,Small
10297,25,4,2069.75,9/16/2004 0:00,Shipped,Ireland,Small
10308,27,7,2235.33,10/15/2004 0:00,Shipped,USA,Small
